Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,STIG Severity,CVSS v3.0 Base Score,CVSS v2.0 Temporal Score,CVSS v3.0 Temporal Score,VPR Score,Risk Factor,BID,XREF,MSKB,Plugin Publication Date,Plugin Modification Date,Metasploit,Core Impact,CANVAS
"22268","CVE-2006-0996","9.3","High","192.168.0.105","tcp","80","PHP < 4.4.3 / 5.1.4 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 4.4.3 / 5.1.4.  Such versions may be affected by
several issues, including a buffer overflow, heap corruption, and a
flaw by which a variable may survive a call to 'unset()'.","Upgrade to PHP version 4.4.3 / 5.1.4 or later.","http://www.nessus.org/u?a7553cd8
http://www.nessus.org/u?ccaf872d
https://www.securityfocus.com/archive/1/archive/1/442437/100/0/threaded
http://us3.php.net/releases/4_4_3.php
http://us3.php.net/releases/5_1_3.php
http://www.php.net/release_5_1_4.php","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.4.3 / 5.1.4
","","","7.3","","6.7","High","17296;17362;17439;17843;18116;18645;49634","CWE:79","","2006/08/25","2022/04/11","","",""
"22268","CVE-2006-1490","9.3","High","192.168.0.105","tcp","80","PHP < 4.4.3 / 5.1.4 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 4.4.3 / 5.1.4.  Such versions may be affected by
several issues, including a buffer overflow, heap corruption, and a
flaw by which a variable may survive a call to 'unset()'.","Upgrade to PHP version 4.4.3 / 5.1.4 or later.","http://www.nessus.org/u?a7553cd8
http://www.nessus.org/u?ccaf872d
https://www.securityfocus.com/archive/1/archive/1/442437/100/0/threaded
http://us3.php.net/releases/4_4_3.php
http://us3.php.net/releases/5_1_3.php
http://www.php.net/release_5_1_4.php","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.4.3 / 5.1.4
","","","7.3","","6.7","High","17296;17362;17439;17843;18116;18645;49634","CWE:79","","2006/08/25","2022/04/11","","",""
"22268","CVE-2006-1494","9.3","High","192.168.0.105","tcp","80","PHP < 4.4.3 / 5.1.4 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 4.4.3 / 5.1.4.  Such versions may be affected by
several issues, including a buffer overflow, heap corruption, and a
flaw by which a variable may survive a call to 'unset()'.","Upgrade to PHP version 4.4.3 / 5.1.4 or later.","http://www.nessus.org/u?a7553cd8
http://www.nessus.org/u?ccaf872d
https://www.securityfocus.com/archive/1/archive/1/442437/100/0/threaded
http://us3.php.net/releases/4_4_3.php
http://us3.php.net/releases/5_1_3.php
http://www.php.net/release_5_1_4.php","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.4.3 / 5.1.4
","","","7.3","","6.7","High","17296;17362;17439;17843;18116;18645;49634","CWE:79","","2006/08/25","2022/04/11","","",""
"22268","CVE-2006-1608","9.3","High","192.168.0.105","tcp","80","PHP < 4.4.3 / 5.1.4 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 4.4.3 / 5.1.4.  Such versions may be affected by
several issues, including a buffer overflow, heap corruption, and a
flaw by which a variable may survive a call to 'unset()'.","Upgrade to PHP version 4.4.3 / 5.1.4 or later.","http://www.nessus.org/u?a7553cd8
http://www.nessus.org/u?ccaf872d
https://www.securityfocus.com/archive/1/archive/1/442437/100/0/threaded
http://us3.php.net/releases/4_4_3.php
http://us3.php.net/releases/5_1_3.php
http://www.php.net/release_5_1_4.php","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.4.3 / 5.1.4
","","","7.3","","6.7","High","17296;17362;17439;17843;18116;18645;49634","CWE:79","","2006/08/25","2022/04/11","","",""
"22268","CVE-2006-1990","9.3","High","192.168.0.105","tcp","80","PHP < 4.4.3 / 5.1.4 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 4.4.3 / 5.1.4.  Such versions may be affected by
several issues, including a buffer overflow, heap corruption, and a
flaw by which a variable may survive a call to 'unset()'.","Upgrade to PHP version 4.4.3 / 5.1.4 or later.","http://www.nessus.org/u?a7553cd8
http://www.nessus.org/u?ccaf872d
https://www.securityfocus.com/archive/1/archive/1/442437/100/0/threaded
http://us3.php.net/releases/4_4_3.php
http://us3.php.net/releases/5_1_3.php
http://www.php.net/release_5_1_4.php","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.4.3 / 5.1.4
","","","7.3","","6.7","High","17296;17362;17439;17843;18116;18645;49634","CWE:79","","2006/08/25","2022/04/11","","",""
"22268","CVE-2006-1991","9.3","High","192.168.0.105","tcp","80","PHP < 4.4.3 / 5.1.4 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 4.4.3 / 5.1.4.  Such versions may be affected by
several issues, including a buffer overflow, heap corruption, and a
flaw by which a variable may survive a call to 'unset()'.","Upgrade to PHP version 4.4.3 / 5.1.4 or later.","http://www.nessus.org/u?a7553cd8
http://www.nessus.org/u?ccaf872d
https://www.securityfocus.com/archive/1/archive/1/442437/100/0/threaded
http://us3.php.net/releases/4_4_3.php
http://us3.php.net/releases/5_1_3.php
http://www.php.net/release_5_1_4.php","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.4.3 / 5.1.4
","","","7.3","","6.7","High","17296;17362;17439;17843;18116;18645;49634","CWE:79","","2006/08/25","2022/04/11","","",""
"22268","CVE-2006-2563","9.3","High","192.168.0.105","tcp","80","PHP < 4.4.3 / 5.1.4 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 4.4.3 / 5.1.4.  Such versions may be affected by
several issues, including a buffer overflow, heap corruption, and a
flaw by which a variable may survive a call to 'unset()'.","Upgrade to PHP version 4.4.3 / 5.1.4 or later.","http://www.nessus.org/u?a7553cd8
http://www.nessus.org/u?ccaf872d
https://www.securityfocus.com/archive/1/archive/1/442437/100/0/threaded
http://us3.php.net/releases/4_4_3.php
http://us3.php.net/releases/5_1_3.php
http://www.php.net/release_5_1_4.php","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.4.3 / 5.1.4
","","","7.3","","6.7","High","17296;17362;17439;17843;18116;18645;49634","CWE:79","","2006/08/25","2022/04/11","","",""
"22268","CVE-2006-2660","9.3","High","192.168.0.105","tcp","80","PHP < 4.4.3 / 5.1.4 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 4.4.3 / 5.1.4.  Such versions may be affected by
several issues, including a buffer overflow, heap corruption, and a
flaw by which a variable may survive a call to 'unset()'.","Upgrade to PHP version 4.4.3 / 5.1.4 or later.","http://www.nessus.org/u?a7553cd8
http://www.nessus.org/u?ccaf872d
https://www.securityfocus.com/archive/1/archive/1/442437/100/0/threaded
http://us3.php.net/releases/4_4_3.php
http://us3.php.net/releases/5_1_3.php
http://www.php.net/release_5_1_4.php","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.4.3 / 5.1.4
","","","7.3","","6.7","High","17296;17362;17439;17843;18116;18645;49634","CWE:79","","2006/08/25","2022/04/11","","",""
"22268","CVE-2006-3011","9.3","High","192.168.0.105","tcp","80","PHP < 4.4.3 / 5.1.4 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 4.4.3 / 5.1.4.  Such versions may be affected by
several issues, including a buffer overflow, heap corruption, and a
flaw by which a variable may survive a call to 'unset()'.","Upgrade to PHP version 4.4.3 / 5.1.4 or later.","http://www.nessus.org/u?a7553cd8
http://www.nessus.org/u?ccaf872d
https://www.securityfocus.com/archive/1/archive/1/442437/100/0/threaded
http://us3.php.net/releases/4_4_3.php
http://us3.php.net/releases/5_1_3.php
http://www.php.net/release_5_1_4.php","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.4.3 / 5.1.4
","","","7.3","","6.7","High","17296;17362;17439;17843;18116;18645;49634","CWE:79","","2006/08/25","2022/04/11","","",""
"22268","CVE-2006-3016","9.3","High","192.168.0.105","tcp","80","PHP < 4.4.3 / 5.1.4 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 4.4.3 / 5.1.4.  Such versions may be affected by
several issues, including a buffer overflow, heap corruption, and a
flaw by which a variable may survive a call to 'unset()'.","Upgrade to PHP version 4.4.3 / 5.1.4 or later.","http://www.nessus.org/u?a7553cd8
http://www.nessus.org/u?ccaf872d
https://www.securityfocus.com/archive/1/archive/1/442437/100/0/threaded
http://us3.php.net/releases/4_4_3.php
http://us3.php.net/releases/5_1_3.php
http://www.php.net/release_5_1_4.php","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.4.3 / 5.1.4
","","","7.3","","6.7","High","17296;17362;17439;17843;18116;18645;49634","CWE:79","","2006/08/25","2022/04/11","","",""
"22268","CVE-2006-3017","9.3","High","192.168.0.105","tcp","80","PHP < 4.4.3 / 5.1.4 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 4.4.3 / 5.1.4.  Such versions may be affected by
several issues, including a buffer overflow, heap corruption, and a
flaw by which a variable may survive a call to 'unset()'.","Upgrade to PHP version 4.4.3 / 5.1.4 or later.","http://www.nessus.org/u?a7553cd8
http://www.nessus.org/u?ccaf872d
https://www.securityfocus.com/archive/1/archive/1/442437/100/0/threaded
http://us3.php.net/releases/4_4_3.php
http://us3.php.net/releases/5_1_3.php
http://www.php.net/release_5_1_4.php","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.4.3 / 5.1.4
","","","7.3","","6.7","High","17296;17362;17439;17843;18116;18645;49634","CWE:79","","2006/08/25","2022/04/11","","",""
"22268","CVE-2006-3018","9.3","High","192.168.0.105","tcp","80","PHP < 4.4.3 / 5.1.4 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 4.4.3 / 5.1.4.  Such versions may be affected by
several issues, including a buffer overflow, heap corruption, and a
flaw by which a variable may survive a call to 'unset()'.","Upgrade to PHP version 4.4.3 / 5.1.4 or later.","http://www.nessus.org/u?a7553cd8
http://www.nessus.org/u?ccaf872d
https://www.securityfocus.com/archive/1/archive/1/442437/100/0/threaded
http://us3.php.net/releases/4_4_3.php
http://us3.php.net/releases/5_1_3.php
http://www.php.net/release_5_1_4.php","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.4.3 / 5.1.4
","","","7.3","","6.7","High","17296;17362;17439;17843;18116;18645;49634","CWE:79","","2006/08/25","2022/04/11","","",""
"22268","CVE-2006-4433","9.3","High","192.168.0.105","tcp","80","PHP < 4.4.3 / 5.1.4 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 4.4.3 / 5.1.4.  Such versions may be affected by
several issues, including a buffer overflow, heap corruption, and a
flaw by which a variable may survive a call to 'unset()'.","Upgrade to PHP version 4.4.3 / 5.1.4 or later.","http://www.nessus.org/u?a7553cd8
http://www.nessus.org/u?ccaf872d
https://www.securityfocus.com/archive/1/archive/1/442437/100/0/threaded
http://us3.php.net/releases/4_4_3.php
http://us3.php.net/releases/5_1_3.php
http://www.php.net/release_5_1_4.php","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.4.3 / 5.1.4
","","","7.3","","6.7","High","17296;17362;17439;17843;18116;18645;49634","CWE:79","","2006/08/25","2022/04/11","","",""
"22268","CVE-2006-0996","9.3","High","192.168.0.105","tcp","443","PHP < 4.4.3 / 5.1.4 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 4.4.3 / 5.1.4.  Such versions may be affected by
several issues, including a buffer overflow, heap corruption, and a
flaw by which a variable may survive a call to 'unset()'.","Upgrade to PHP version 4.4.3 / 5.1.4 or later.","http://www.nessus.org/u?a7553cd8
http://www.nessus.org/u?ccaf872d
https://www.securityfocus.com/archive/1/archive/1/442437/100/0/threaded
http://us3.php.net/releases/4_4_3.php
http://us3.php.net/releases/5_1_3.php
http://www.php.net/release_5_1_4.php","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.4.3 / 5.1.4
","","","7.3","","6.7","High","17296;17362;17439;17843;18116;18645;49634","CWE:79","","2006/08/25","2022/04/11","","",""
"22268","CVE-2006-1490","9.3","High","192.168.0.105","tcp","443","PHP < 4.4.3 / 5.1.4 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 4.4.3 / 5.1.4.  Such versions may be affected by
several issues, including a buffer overflow, heap corruption, and a
flaw by which a variable may survive a call to 'unset()'.","Upgrade to PHP version 4.4.3 / 5.1.4 or later.","http://www.nessus.org/u?a7553cd8
http://www.nessus.org/u?ccaf872d
https://www.securityfocus.com/archive/1/archive/1/442437/100/0/threaded
http://us3.php.net/releases/4_4_3.php
http://us3.php.net/releases/5_1_3.php
http://www.php.net/release_5_1_4.php","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.4.3 / 5.1.4
","","","7.3","","6.7","High","17296;17362;17439;17843;18116;18645;49634","CWE:79","","2006/08/25","2022/04/11","","",""
"22268","CVE-2006-1494","9.3","High","192.168.0.105","tcp","443","PHP < 4.4.3 / 5.1.4 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 4.4.3 / 5.1.4.  Such versions may be affected by
several issues, including a buffer overflow, heap corruption, and a
flaw by which a variable may survive a call to 'unset()'.","Upgrade to PHP version 4.4.3 / 5.1.4 or later.","http://www.nessus.org/u?a7553cd8
http://www.nessus.org/u?ccaf872d
https://www.securityfocus.com/archive/1/archive/1/442437/100/0/threaded
http://us3.php.net/releases/4_4_3.php
http://us3.php.net/releases/5_1_3.php
http://www.php.net/release_5_1_4.php","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.4.3 / 5.1.4
","","","7.3","","6.7","High","17296;17362;17439;17843;18116;18645;49634","CWE:79","","2006/08/25","2022/04/11","","",""
"22268","CVE-2006-1608","9.3","High","192.168.0.105","tcp","443","PHP < 4.4.3 / 5.1.4 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 4.4.3 / 5.1.4.  Such versions may be affected by
several issues, including a buffer overflow, heap corruption, and a
flaw by which a variable may survive a call to 'unset()'.","Upgrade to PHP version 4.4.3 / 5.1.4 or later.","http://www.nessus.org/u?a7553cd8
http://www.nessus.org/u?ccaf872d
https://www.securityfocus.com/archive/1/archive/1/442437/100/0/threaded
http://us3.php.net/releases/4_4_3.php
http://us3.php.net/releases/5_1_3.php
http://www.php.net/release_5_1_4.php","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.4.3 / 5.1.4
","","","7.3","","6.7","High","17296;17362;17439;17843;18116;18645;49634","CWE:79","","2006/08/25","2022/04/11","","",""
"22268","CVE-2006-1990","9.3","High","192.168.0.105","tcp","443","PHP < 4.4.3 / 5.1.4 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 4.4.3 / 5.1.4.  Such versions may be affected by
several issues, including a buffer overflow, heap corruption, and a
flaw by which a variable may survive a call to 'unset()'.","Upgrade to PHP version 4.4.3 / 5.1.4 or later.","http://www.nessus.org/u?a7553cd8
http://www.nessus.org/u?ccaf872d
https://www.securityfocus.com/archive/1/archive/1/442437/100/0/threaded
http://us3.php.net/releases/4_4_3.php
http://us3.php.net/releases/5_1_3.php
http://www.php.net/release_5_1_4.php","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.4.3 / 5.1.4
","","","7.3","","6.7","High","17296;17362;17439;17843;18116;18645;49634","CWE:79","","2006/08/25","2022/04/11","","",""
"22268","CVE-2006-1991","9.3","High","192.168.0.105","tcp","443","PHP < 4.4.3 / 5.1.4 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 4.4.3 / 5.1.4.  Such versions may be affected by
several issues, including a buffer overflow, heap corruption, and a
flaw by which a variable may survive a call to 'unset()'.","Upgrade to PHP version 4.4.3 / 5.1.4 or later.","http://www.nessus.org/u?a7553cd8
http://www.nessus.org/u?ccaf872d
https://www.securityfocus.com/archive/1/archive/1/442437/100/0/threaded
http://us3.php.net/releases/4_4_3.php
http://us3.php.net/releases/5_1_3.php
http://www.php.net/release_5_1_4.php","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.4.3 / 5.1.4
","","","7.3","","6.7","High","17296;17362;17439;17843;18116;18645;49634","CWE:79","","2006/08/25","2022/04/11","","",""
"22268","CVE-2006-2563","9.3","High","192.168.0.105","tcp","443","PHP < 4.4.3 / 5.1.4 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 4.4.3 / 5.1.4.  Such versions may be affected by
several issues, including a buffer overflow, heap corruption, and a
flaw by which a variable may survive a call to 'unset()'.","Upgrade to PHP version 4.4.3 / 5.1.4 or later.","http://www.nessus.org/u?a7553cd8
http://www.nessus.org/u?ccaf872d
https://www.securityfocus.com/archive/1/archive/1/442437/100/0/threaded
http://us3.php.net/releases/4_4_3.php
http://us3.php.net/releases/5_1_3.php
http://www.php.net/release_5_1_4.php","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.4.3 / 5.1.4
","","","7.3","","6.7","High","17296;17362;17439;17843;18116;18645;49634","CWE:79","","2006/08/25","2022/04/11","","",""
"22268","CVE-2006-2660","9.3","High","192.168.0.105","tcp","443","PHP < 4.4.3 / 5.1.4 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 4.4.3 / 5.1.4.  Such versions may be affected by
several issues, including a buffer overflow, heap corruption, and a
flaw by which a variable may survive a call to 'unset()'.","Upgrade to PHP version 4.4.3 / 5.1.4 or later.","http://www.nessus.org/u?a7553cd8
http://www.nessus.org/u?ccaf872d
https://www.securityfocus.com/archive/1/archive/1/442437/100/0/threaded
http://us3.php.net/releases/4_4_3.php
http://us3.php.net/releases/5_1_3.php
http://www.php.net/release_5_1_4.php","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.4.3 / 5.1.4
","","","7.3","","6.7","High","17296;17362;17439;17843;18116;18645;49634","CWE:79","","2006/08/25","2022/04/11","","",""
"22268","CVE-2006-3011","9.3","High","192.168.0.105","tcp","443","PHP < 4.4.3 / 5.1.4 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 4.4.3 / 5.1.4.  Such versions may be affected by
several issues, including a buffer overflow, heap corruption, and a
flaw by which a variable may survive a call to 'unset()'.","Upgrade to PHP version 4.4.3 / 5.1.4 or later.","http://www.nessus.org/u?a7553cd8
http://www.nessus.org/u?ccaf872d
https://www.securityfocus.com/archive/1/archive/1/442437/100/0/threaded
http://us3.php.net/releases/4_4_3.php
http://us3.php.net/releases/5_1_3.php
http://www.php.net/release_5_1_4.php","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.4.3 / 5.1.4
","","","7.3","","6.7","High","17296;17362;17439;17843;18116;18645;49634","CWE:79","","2006/08/25","2022/04/11","","",""
"22268","CVE-2006-3016","9.3","High","192.168.0.105","tcp","443","PHP < 4.4.3 / 5.1.4 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 4.4.3 / 5.1.4.  Such versions may be affected by
several issues, including a buffer overflow, heap corruption, and a
flaw by which a variable may survive a call to 'unset()'.","Upgrade to PHP version 4.4.3 / 5.1.4 or later.","http://www.nessus.org/u?a7553cd8
http://www.nessus.org/u?ccaf872d
https://www.securityfocus.com/archive/1/archive/1/442437/100/0/threaded
http://us3.php.net/releases/4_4_3.php
http://us3.php.net/releases/5_1_3.php
http://www.php.net/release_5_1_4.php","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.4.3 / 5.1.4
","","","7.3","","6.7","High","17296;17362;17439;17843;18116;18645;49634","CWE:79","","2006/08/25","2022/04/11","","",""
"22268","CVE-2006-3017","9.3","High","192.168.0.105","tcp","443","PHP < 4.4.3 / 5.1.4 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 4.4.3 / 5.1.4.  Such versions may be affected by
several issues, including a buffer overflow, heap corruption, and a
flaw by which a variable may survive a call to 'unset()'.","Upgrade to PHP version 4.4.3 / 5.1.4 or later.","http://www.nessus.org/u?a7553cd8
http://www.nessus.org/u?ccaf872d
https://www.securityfocus.com/archive/1/archive/1/442437/100/0/threaded
http://us3.php.net/releases/4_4_3.php
http://us3.php.net/releases/5_1_3.php
http://www.php.net/release_5_1_4.php","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.4.3 / 5.1.4
","","","7.3","","6.7","High","17296;17362;17439;17843;18116;18645;49634","CWE:79","","2006/08/25","2022/04/11","","",""
"22268","CVE-2006-3018","9.3","High","192.168.0.105","tcp","443","PHP < 4.4.3 / 5.1.4 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 4.4.3 / 5.1.4.  Such versions may be affected by
several issues, including a buffer overflow, heap corruption, and a
flaw by which a variable may survive a call to 'unset()'.","Upgrade to PHP version 4.4.3 / 5.1.4 or later.","http://www.nessus.org/u?a7553cd8
http://www.nessus.org/u?ccaf872d
https://www.securityfocus.com/archive/1/archive/1/442437/100/0/threaded
http://us3.php.net/releases/4_4_3.php
http://us3.php.net/releases/5_1_3.php
http://www.php.net/release_5_1_4.php","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.4.3 / 5.1.4
","","","7.3","","6.7","High","17296;17362;17439;17843;18116;18645;49634","CWE:79","","2006/08/25","2022/04/11","","",""
"22268","CVE-2006-4433","9.3","High","192.168.0.105","tcp","443","PHP < 4.4.3 / 5.1.4 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 4.4.3 / 5.1.4.  Such versions may be affected by
several issues, including a buffer overflow, heap corruption, and a
flaw by which a variable may survive a call to 'unset()'.","Upgrade to PHP version 4.4.3 / 5.1.4 or later.","http://www.nessus.org/u?a7553cd8
http://www.nessus.org/u?ccaf872d
https://www.securityfocus.com/archive/1/archive/1/442437/100/0/threaded
http://us3.php.net/releases/4_4_3.php
http://us3.php.net/releases/5_1_3.php
http://www.php.net/release_5_1_4.php","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.4.3 / 5.1.4
","","","7.3","","6.7","High","17296;17362;17439;17843;18116;18645;49634","CWE:79","","2006/08/25","2022/04/11","","",""
"22964","","","None","192.168.0.105","tcp","22","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","An SSH server is running on this port.","","","","","","None","","","","2007/08/19","2023/03/29","","",""
"22964","","","None","192.168.0.105","tcp","80","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","A web server is running on this port.","","","","","","None","","","","2007/08/19","2023/03/29","","",""
"22964","","","None","192.168.0.105","tcp","443","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","A TLSv1 server answered on this port.
","","","","","","None","","","","2007/08/19","2023/03/29","","",""
"22964","","","None","192.168.0.105","tcp","443","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","A web server is running on this port through TLSv1.","","","","","","None","","","","2007/08/19","2023/03/29","","",""
"22964","","","None","192.168.0.105","tcp","631","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","A web server is running on this port.","","","","","","None","","","","2007/08/19","2023/03/29","","",""
"22964","","","None","192.168.0.105","tcp","3306","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","A MySQL server is running on this port.","","","","","","None","","","","2007/08/19","2023/03/29","","",""
"24260","","","None","192.168.0.105","tcp","80","HyperText Transfer Protocol (HTTP) Information","Some information about the remote HTTP configuration can be extracted.","This test gives some information about the remote HTTP protocol - the
version used, whether HTTP Keep-Alive and HTTP pipelining are enabled,
etc... 

This test is informational only and does not denote any security
problem.","n/a","","
Response Code : HTTP/1.1 200 OK

Protocol version : HTTP/1.1
SSL : no
Keep-Alive : no
Options allowed : GET,HEAD,POST,OPTIONS,TRACE
Headers :

  Date: Thu, 20 Apr 2023 06:03:43 GMT
  Server: Apache/2.0.52 (CentOS)
  X-Powered-By: PHP/4.3.9
  Content-Length: 667
  Connection: close
  Content-Type: text/html; charset=UTF-8
  
Response Body :

<html>
<body>
<form method=""post"" name=""frmLogin"" id=""frmLogin"" action=""index.php"">
	<table width=""300"" border=""1"" align=""center"" cellpadding=""2"" cellspacing=""2"">
		<tr>
			<td colspan='2' align='center'>
			<b>Remote System Administration Login</b>
			</td>
		</tr>
		<tr>
			<td width=""150"">Username</td>
			<td><input name=""uname"" type=""text""></td>
		</tr>
		<tr>
			<td width=""150"">Password</td>
			<td>
			<input name=""psw"" type=""password"">
			</td>
		</tr>
		<tr>
			<td colspan=""2"" align=""center"">
			<input type=""submit"" name=""btnLogin"" value=""Login"">
			</td>
		</tr>
	</table>
</form>

<!-- Start of HTML when logged in as Administator -->
</body>
</html>

","","","","","","None","","","","2007/01/30","2019/11/22","","",""
