Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,STIG Severity,CVSS v3.0 Base Score,CVSS v2.0 Temporal Score,CVSS v3.0 Temporal Score,VPR Score,Risk Factor,BID,XREF,MSKB,Plugin Publication Date,Plugin Modification Date,Metasploit,Core Impact,CANVAS
"11219","","","None","192.168.0.105","tcp","139","Nessus SYN scanner","It is possible to determine which TCP ports are open.","This plugin is a SYN 'half-open' port scanner.  It shall be reasonably
quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans
against broken services, but they might cause problems for less robust
firewalls and also leave unclosed connections on the remote target, if
the network is loaded.","Protect your target with an IP filter.","","Port 139/tcp was found to be open","","","","","","None","","","","2009/02/04","2023/03/08","","",""
"11219","","","None","192.168.0.105","tcp","443","Nessus SYN scanner","It is possible to determine which TCP ports are open.","This plugin is a SYN 'half-open' port scanner.  It shall be reasonably
quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans
against broken services, but they might cause problems for less robust
firewalls and also leave unclosed connections on the remote target, if
the network is loaded.","Protect your target with an IP filter.","","Port 443/tcp was found to be open","","","","","","None","","","","2009/02/04","2023/03/08","","",""
"11219","","","None","192.168.0.105","tcp","1024","Nessus SYN scanner","It is possible to determine which TCP ports are open.","This plugin is a SYN 'half-open' port scanner.  It shall be reasonably
quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans
against broken services, but they might cause problems for less robust
firewalls and also leave unclosed connections on the remote target, if
the network is loaded.","Protect your target with an IP filter.","","Port 1024/tcp was found to be open","","","","","","None","","","","2009/02/04","2023/03/08","","",""
"11267","CVE-2003-0078","4.3","Medium","192.168.0.105","tcp","80","OpenSSL < 0.9.6j / 0.9.7b Multiple Vulnerabilities","The remote host has an application that is affected by
multiple vulnerabilities.","According to its banner, the remote host is using a version
of OpenSSL older than 0.9.6j or 0.9.7b.

This version is vulnerable to a timing-based attack that could
allow an attacker to guess the content of fixed data blocks and
may eventually be able to guess the value of the private RSA key
of the server.

An attacker may use this implementation flaw to sniff the
data going to this host and decrypt some parts of it, as well
as impersonate the server and perform man-in-the-middle attacks.","Upgrade to version 0.9.6j (0.9.7b) or newer.","https://www.openssl.org/news/secadv/20030219.txt
http://eprint.iacr.org/2003/052/","","","","3.4","","4.7","Medium","6884;7148","RHSA:2003:101-01;SuSE:SUSE-SA:2003:024","","2003/02/20","2022/04/11","","",""
"11267","CVE-2003-0131","4.3","Medium","192.168.0.105","tcp","80","OpenSSL < 0.9.6j / 0.9.7b Multiple Vulnerabilities","The remote host has an application that is affected by
multiple vulnerabilities.","According to its banner, the remote host is using a version
of OpenSSL older than 0.9.6j or 0.9.7b.

This version is vulnerable to a timing-based attack that could
allow an attacker to guess the content of fixed data blocks and
may eventually be able to guess the value of the private RSA key
of the server.

An attacker may use this implementation flaw to sniff the
data going to this host and decrypt some parts of it, as well
as impersonate the server and perform man-in-the-middle attacks.","Upgrade to version 0.9.6j (0.9.7b) or newer.","https://www.openssl.org/news/secadv/20030219.txt
http://eprint.iacr.org/2003/052/","","","","3.4","","4.7","Medium","6884;7148","RHSA:2003:101-01;SuSE:SUSE-SA:2003:024","","2003/02/20","2022/04/11","","",""
"11267","CVE-2003-0147","4.3","Medium","192.168.0.105","tcp","80","OpenSSL < 0.9.6j / 0.9.7b Multiple Vulnerabilities","The remote host has an application that is affected by
multiple vulnerabilities.","According to its banner, the remote host is using a version
of OpenSSL older than 0.9.6j or 0.9.7b.

This version is vulnerable to a timing-based attack that could
allow an attacker to guess the content of fixed data blocks and
may eventually be able to guess the value of the private RSA key
of the server.

An attacker may use this implementation flaw to sniff the
data going to this host and decrypt some parts of it, as well
as impersonate the server and perform man-in-the-middle attacks.","Upgrade to version 0.9.6j (0.9.7b) or newer.","https://www.openssl.org/news/secadv/20030219.txt
http://eprint.iacr.org/2003/052/","","","","3.4","","4.7","Medium","6884;7148","RHSA:2003:101-01;SuSE:SUSE-SA:2003:024","","2003/02/20","2022/04/11","","",""
"11267","CVE-2003-0078","4.3","Medium","192.168.0.105","tcp","443","OpenSSL < 0.9.6j / 0.9.7b Multiple Vulnerabilities","The remote host has an application that is affected by
multiple vulnerabilities.","According to its banner, the remote host is using a version
of OpenSSL older than 0.9.6j or 0.9.7b.

This version is vulnerable to a timing-based attack that could
allow an attacker to guess the content of fixed data blocks and
may eventually be able to guess the value of the private RSA key
of the server.

An attacker may use this implementation flaw to sniff the
data going to this host and decrypt some parts of it, as well
as impersonate the server and perform man-in-the-middle attacks.","Upgrade to version 0.9.6j (0.9.7b) or newer.","https://www.openssl.org/news/secadv/20030219.txt
http://eprint.iacr.org/2003/052/","","","","3.4","","4.7","Medium","6884;7148","RHSA:2003:101-01;SuSE:SUSE-SA:2003:024","","2003/02/20","2022/04/11","","",""
"11267","CVE-2003-0131","4.3","Medium","192.168.0.105","tcp","443","OpenSSL < 0.9.6j / 0.9.7b Multiple Vulnerabilities","The remote host has an application that is affected by
multiple vulnerabilities.","According to its banner, the remote host is using a version
of OpenSSL older than 0.9.6j or 0.9.7b.

This version is vulnerable to a timing-based attack that could
allow an attacker to guess the content of fixed data blocks and
may eventually be able to guess the value of the private RSA key
of the server.

An attacker may use this implementation flaw to sniff the
data going to this host and decrypt some parts of it, as well
as impersonate the server and perform man-in-the-middle attacks.","Upgrade to version 0.9.6j (0.9.7b) or newer.","https://www.openssl.org/news/secadv/20030219.txt
http://eprint.iacr.org/2003/052/","","","","3.4","","4.7","Medium","6884;7148","RHSA:2003:101-01;SuSE:SUSE-SA:2003:024","","2003/02/20","2022/04/11","","",""
"11267","CVE-2003-0147","4.3","Medium","192.168.0.105","tcp","443","OpenSSL < 0.9.6j / 0.9.7b Multiple Vulnerabilities","The remote host has an application that is affected by
multiple vulnerabilities.","According to its banner, the remote host is using a version
of OpenSSL older than 0.9.6j or 0.9.7b.

This version is vulnerable to a timing-based attack that could
allow an attacker to guess the content of fixed data blocks and
may eventually be able to guess the value of the private RSA key
of the server.

An attacker may use this implementation flaw to sniff the
data going to this host and decrypt some parts of it, as well
as impersonate the server and perform man-in-the-middle attacks.","Upgrade to version 0.9.6j (0.9.7b) or newer.","https://www.openssl.org/news/secadv/20030219.txt
http://eprint.iacr.org/2003/052/","","","","3.4","","4.7","Medium","6884;7148","RHSA:2003:101-01;SuSE:SUSE-SA:2003:024","","2003/02/20","2022/04/11","","",""
"11422","","","None","192.168.0.105","tcp","80","Web Server Unconfigured - Default Install Page Present","The remote web server is not configured or is improperly configured.","The remote web server uses its default welcome page. Therefore, it's
probable that this server is not used at all or is serving content
that is meant to be hidden.","Disable this service if you do not use it.","","
The default welcome page is from Apache.
","","","","","","None","","","","2003/03/20","2018/08/15","","",""
"11422","","","None","192.168.0.105","tcp","443","Web Server Unconfigured - Default Install Page Present","The remote web server is not configured or is improperly configured.","The remote web server uses its default welcome page. Therefore, it's
probable that this server is not used at all or is serving content
that is meant to be hidden.","Disable this service if you do not use it.","","
The default welcome page is from Apache.
","","","","","","None","","","","2003/03/20","2018/08/15","","",""
"11712","CVE-2003-0386","7.5","High","192.168.0.105","tcp","22","OpenSSH < 3.6.2 Reverse DNS Lookup Bypass","The remote host has an application that is affected by DNS
lookup bypass vulnerability.","According to its banner, the remote host appears to be running
OpenSSH-portable version 3.6.1 or older.

There is a flaw in such version that could allow an attacker to
bypass the access controls set by the administrator of this server.

OpenSSH features a mechanism that can restrict the list of
hosts a given user can log from by specifying a pattern
in the user key file (ie: *.mynetwork.com would let a user
connect only from the local network).

However there is a flaw in the way OpenSSH does reverse DNS lookups.
If an attacker configures a DNS server to send a numeric IP address
when a reverse lookup is performed, this mechanism could be
circumvented.","Upgrade to OpenSSH 3.6.2 or later.","","","","","5.5","","5.5","High","7831","CERT:978316","","2003/06/10","2018/07/16","","",""
"11793","CVE-2003-0460","7.1","Critical","192.168.0.105","tcp","80","Apache < 1.3.28 Multiple Vulnerabilities (DoS, ID)","The remote web server is affected by multiple vulnerabilities.","The remote host appears to be running a version of
Apache which is older than 1.3.28

There are several flaws in this version, including a denial of service
in redirect handling, a denial of service with control character 
handling in the 'rotatelogs' utility and a file descriptor leak in 
third-party module handling.

*** Note that Nessus solely relied on the version number
*** of the remote server to issue this warning. This might
*** be a false positive","Upgrade to version 1.3.28","http://www.apache.org/dist/httpd/Announcement.html","
  Version source    : Server: Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Installed version : 1.3.20
  Fixed version     : 1.3.28
","","9.1","5.3","7.9","6.0","High","8226","","","2003/07/18","2018/06/29","","",""
"11793","CVE-2003-0460","7.1","Critical","192.168.0.105","tcp","443","Apache < 1.3.28 Multiple Vulnerabilities (DoS, ID)","The remote web server is affected by multiple vulnerabilities.","The remote host appears to be running a version of
Apache which is older than 1.3.28

There are several flaws in this version, including a denial of service
in redirect handling, a denial of service with control character 
handling in the 'rotatelogs' utility and a file descriptor leak in 
third-party module handling.

*** Note that Nessus solely relied on the version number
*** of the remote server to issue this warning. This might
*** be a false positive","Upgrade to version 1.3.28","http://www.apache.org/dist/httpd/Announcement.html","
  Version source    : Server: Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Installed version : 1.3.20
  Fixed version     : 1.3.28
","","9.1","5.3","7.9","6.0","High","8226","","","2003/07/18","2018/06/29","","",""
"11837","CVE-2003-0682","10.0","Critical","192.168.0.105","tcp","22","OpenSSH < 3.7.1 Multiple Vulnerabilities","The remote SSH service is affected by various memory bugs.","According to its banner, the remote SSH server is running a version of
OpenSSH older than 3.7.1.  Such versions are vulnerable to a flaw in
the buffer management functions that might allow an attacker to
execute arbitrary commands on this host.

An exploit for this issue is rumored to exist.

Note that several distributions patched this hole without changing the
version number of OpenSSH.  Since Nessus solely relied on the banner
of the remote SSH server to perform this check, this might be a false
positive. 

If you are running a RedHat host, make sure that the command :

  rpm -q openssh-server

returns :

  openssh-server-3.1p1-13 (RedHat 7.x)
  openssh-server-3.4p1-7  (RedHat 8.0)
  openssh-server-3.5p1-11 (RedHat 9)","Upgrade to OpenSSH 3.7.1 or later.","https://marc.info/?l=openbsd-misc&m=106375452423794&w=2
https://marc.info/?l=openbsd-misc&m=106375456923804&w=2","","","","7.4","","5.5","Critical","8628","RHSA:2003:279;SuSE:SUSE-SA:2003:039;CWE:16","","2003/09/16","2018/11/15","","",""
"11837","CVE-2003-0693","10.0","Critical","192.168.0.105","tcp","22","OpenSSH < 3.7.1 Multiple Vulnerabilities","The remote SSH service is affected by various memory bugs.","According to its banner, the remote SSH server is running a version of
OpenSSH older than 3.7.1.  Such versions are vulnerable to a flaw in
the buffer management functions that might allow an attacker to
execute arbitrary commands on this host.

An exploit for this issue is rumored to exist.

Note that several distributions patched this hole without changing the
version number of OpenSSH.  Since Nessus solely relied on the banner
of the remote SSH server to perform this check, this might be a false
positive. 

If you are running a RedHat host, make sure that the command :

  rpm -q openssh-server

returns :

  openssh-server-3.1p1-13 (RedHat 7.x)
  openssh-server-3.4p1-7  (RedHat 8.0)
  openssh-server-3.5p1-11 (RedHat 9)","Upgrade to OpenSSH 3.7.1 or later.","https://marc.info/?l=openbsd-misc&m=106375452423794&w=2
https://marc.info/?l=openbsd-misc&m=106375456923804&w=2","","","","7.4","","5.5","Critical","8628","RHSA:2003:279;SuSE:SUSE-SA:2003:039;CWE:16","","2003/09/16","2018/11/15","","",""
"11837","CVE-2003-0695","10.0","Critical","192.168.0.105","tcp","22","OpenSSH < 3.7.1 Multiple Vulnerabilities","The remote SSH service is affected by various memory bugs.","According to its banner, the remote SSH server is running a version of
OpenSSH older than 3.7.1.  Such versions are vulnerable to a flaw in
the buffer management functions that might allow an attacker to
execute arbitrary commands on this host.

An exploit for this issue is rumored to exist.

Note that several distributions patched this hole without changing the
version number of OpenSSH.  Since Nessus solely relied on the banner
of the remote SSH server to perform this check, this might be a false
positive. 

If you are running a RedHat host, make sure that the command :

  rpm -q openssh-server

returns :

  openssh-server-3.1p1-13 (RedHat 7.x)
  openssh-server-3.4p1-7  (RedHat 8.0)
  openssh-server-3.5p1-11 (RedHat 9)","Upgrade to OpenSSH 3.7.1 or later.","https://marc.info/?l=openbsd-misc&m=106375452423794&w=2
https://marc.info/?l=openbsd-misc&m=106375456923804&w=2","","","","7.4","","5.5","Critical","8628","RHSA:2003:279;SuSE:SUSE-SA:2003:039;CWE:16","","2003/09/16","2018/11/15","","",""
"11837","CVE-2004-2760","10.0","Critical","192.168.0.105","tcp","22","OpenSSH < 3.7.1 Multiple Vulnerabilities","The remote SSH service is affected by various memory bugs.","According to its banner, the remote SSH server is running a version of
OpenSSH older than 3.7.1.  Such versions are vulnerable to a flaw in
the buffer management functions that might allow an attacker to
execute arbitrary commands on this host.

An exploit for this issue is rumored to exist.

Note that several distributions patched this hole without changing the
version number of OpenSSH.  Since Nessus solely relied on the banner
of the remote SSH server to perform this check, this might be a false
positive. 

If you are running a RedHat host, make sure that the command :

  rpm -q openssh-server

returns :

  openssh-server-3.1p1-13 (RedHat 7.x)
  openssh-server-3.4p1-7  (RedHat 8.0)
  openssh-server-3.5p1-11 (RedHat 9)","Upgrade to OpenSSH 3.7.1 or later.","https://marc.info/?l=openbsd-misc&m=106375452423794&w=2
https://marc.info/?l=openbsd-misc&m=106375456923804&w=2","","","","7.4","","5.5","Critical","8628","RHSA:2003:279;SuSE:SUSE-SA:2003:039;CWE:16","","2003/09/16","2018/11/15","","",""
"11915","CVE-2003-0542","7.2","Critical","192.168.0.105","tcp","80","Apache < 1.3.29 Multiple Modules Local Overflow","The remote web server is affected by multiple local buffer overflow
vulnerabilities.","The remote host appears to be running a version of the Apache web
server which is older than 1.3.29. Such versions are reportedly
affected by local buffer overflow vulnerabilities in the mod_alias and
mod_rewrite modules. An attacker could exploit these vulnerabilities
to execute arbitrary code in the context of the affected application.

*** Note that Nessus solely relied on the version number
*** of the remote server to issue this warning. This might
*** be a false positive","Upgrade to Apache web server version 1.3.29 or later.","https://www.securityfocus.com/archive/1/342674/30/0/threaded","
  Version source    : Server: Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Installed version : 1.3.20
  Fixed version     : 1.3.29
","","9.8","5.3","8.5","6.7","High","8911","Secunia:10096;Secunia:10845;Secunia:17311;CWE:119","","2003/11/01","2018/11/15","","",""
"11915","CVE-2003-0542","7.2","Critical","192.168.0.105","tcp","443","Apache < 1.3.29 Multiple Modules Local Overflow","The remote web server is affected by multiple local buffer overflow
vulnerabilities.","The remote host appears to be running a version of the Apache web
server which is older than 1.3.29. Such versions are reportedly
affected by local buffer overflow vulnerabilities in the mod_alias and
mod_rewrite modules. An attacker could exploit these vulnerabilities
to execute arbitrary code in the context of the affected application.

*** Note that Nessus solely relied on the version number
*** of the remote server to issue this warning. This might
*** be a false positive","Upgrade to Apache web server version 1.3.29 or later.","https://www.securityfocus.com/archive/1/342674/30/0/threaded","
  Version source    : Server: Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Installed version : 1.3.20
  Fixed version     : 1.3.29
","","9.8","5.3","8.5","6.7","High","8911","Secunia:10096;Secunia:10845;Secunia:17311;CWE:119","","2003/11/01","2018/11/15","","",""
"11936","","","None","192.168.0.105","tcp","0","OS Identification","It is possible to guess the remote operating system.","Using a combination of remote probes (e.g., TCP/IP, SMB, HTTP, NTP,
SNMP, etc.), it is possible to guess the name of the remote operating
system in use. It is also possible sometimes to guess the version of
the operating system.","n/a","","
Remote operating system : Linux Kernel 2.4
Confidence level : 70
Method : SinFP

 
The remote host is running Linux Kernel 2.4","","","","","","None","","","","2003/12/09","2022/03/09","","",""
"12110","CVE-2004-0079","5.0","Medium","192.168.0.105","tcp","80","OpenSSL < 0.9.6m / 0.9.7d Multiple Remote DoS","The remote service is prone to a denial of service attack.","According to its banner, the remote host is using a version of OpenSSL
which is older than 0.9.6m / 0.9.7d.  There are several bugs in such
versions that may allow an attacker to cause a denial of service
against the remote host.","Upgrade to version 0.9.6m / 0.9.7d or newer.","https://www.openssl.org/news/secadv/20040317.txt
https://seclists.org/bugtraq/2004/Mar/155","","","","3.7","","4.4","Medium","9899","","","2004/03/17","2018/11/15","","",""
"12110","CVE-2004-0081","5.0","Medium","192.168.0.105","tcp","80","OpenSSL < 0.9.6m / 0.9.7d Multiple Remote DoS","The remote service is prone to a denial of service attack.","According to its banner, the remote host is using a version of OpenSSL
which is older than 0.9.6m / 0.9.7d.  There are several bugs in such
versions that may allow an attacker to cause a denial of service
against the remote host.","Upgrade to version 0.9.6m / 0.9.7d or newer.","https://www.openssl.org/news/secadv/20040317.txt
https://seclists.org/bugtraq/2004/Mar/155","","","","3.7","","4.4","Medium","9899","","","2004/03/17","2018/11/15","","",""
"12110","CVE-2004-0112","5.0","Medium","192.168.0.105","tcp","80","OpenSSL < 0.9.6m / 0.9.7d Multiple Remote DoS","The remote service is prone to a denial of service attack.","According to its banner, the remote host is using a version of OpenSSL
which is older than 0.9.6m / 0.9.7d.  There are several bugs in such
versions that may allow an attacker to cause a denial of service
against the remote host.","Upgrade to version 0.9.6m / 0.9.7d or newer.","https://www.openssl.org/news/secadv/20040317.txt
https://seclists.org/bugtraq/2004/Mar/155","","","","3.7","","4.4","Medium","9899","","","2004/03/17","2018/11/15","","",""
"12110","CVE-2004-0079","5.0","Medium","192.168.0.105","tcp","443","OpenSSL < 0.9.6m / 0.9.7d Multiple Remote DoS","The remote service is prone to a denial of service attack.","According to its banner, the remote host is using a version of OpenSSL
which is older than 0.9.6m / 0.9.7d.  There are several bugs in such
versions that may allow an attacker to cause a denial of service
against the remote host.","Upgrade to version 0.9.6m / 0.9.7d or newer.","https://www.openssl.org/news/secadv/20040317.txt
https://seclists.org/bugtraq/2004/Mar/155","","","","3.7","","4.4","Medium","9899","","","2004/03/17","2018/11/15","","",""
"12110","CVE-2004-0081","5.0","Medium","192.168.0.105","tcp","443","OpenSSL < 0.9.6m / 0.9.7d Multiple Remote DoS","The remote service is prone to a denial of service attack.","According to its banner, the remote host is using a version of OpenSSL
which is older than 0.9.6m / 0.9.7d.  There are several bugs in such
versions that may allow an attacker to cause a denial of service
against the remote host.","Upgrade to version 0.9.6m / 0.9.7d or newer.","https://www.openssl.org/news/secadv/20040317.txt
https://seclists.org/bugtraq/2004/Mar/155","","","","3.7","","4.4","Medium","9899","","","2004/03/17","2018/11/15","","",""
"12110","CVE-2004-0112","5.0","Medium","192.168.0.105","tcp","443","OpenSSL < 0.9.6m / 0.9.7d Multiple Remote DoS","The remote service is prone to a denial of service attack.","According to its banner, the remote host is using a version of OpenSSL
which is older than 0.9.6m / 0.9.7d.  There are several bugs in such
versions that may allow an attacker to cause a denial of service
against the remote host.","Upgrade to version 0.9.6m / 0.9.7d or newer.","https://www.openssl.org/news/secadv/20040317.txt
https://seclists.org/bugtraq/2004/Mar/155","","","","3.7","","4.4","Medium","9899","","","2004/03/17","2018/11/15","","",""
"12255","CVE-2004-0488","7.5","High","192.168.0.105","tcp","80","mod_ssl ssl_util_uuencode_binary Remote Overflow","Arbitrary code can be executed on the remote host.","The remote host is using a version of mod_ssl that is older than
2.8.18. 

This version is vulnerable to a flaw that could allow an attacker to
disable the remote website remotely, or to execute arbitrary code on
the remote host. 

Note that several Linux distributions patched the old version of this
module.  Therefore, this alert might be a false-positive.  Please
check with your vendor to determine if you really are vulnerable to
this flaw.","Upgrade to version 2.8.18 (Apache 1.3) or to Apache 2.0.50.","","","","","5.5","","5.5","High","10355","","","2004/05/29","2018/07/14","","",""
"12255","CVE-2004-0488","7.5","High","192.168.0.105","tcp","443","mod_ssl ssl_util_uuencode_binary Remote Overflow","Arbitrary code can be executed on the remote host.","The remote host is using a version of mod_ssl that is older than
2.8.18. 

This version is vulnerable to a flaw that could allow an attacker to
disable the remote website remotely, or to execute arbitrary code on
the remote host. 

Note that several Linux distributions patched the old version of this
module.  Therefore, this alert might be a false-positive.  Please
check with your vendor to determine if you really are vulnerable to
this flaw.","Upgrade to version 2.8.18 (Apache 1.3) or to Apache 2.0.50.","","","","","5.5","","5.5","High","10355","","","2004/05/29","2018/07/14","","",""
"13651","CVE-2004-0700","7.5","High","192.168.0.105","tcp","80","Apache mod_ssl ssl_engine_log.c mod_proxy Hook Function Remote Format String","The remote web server is using a module that is affected by a remote
code execution vulnerability.","The remote host is using a version vulnerable of mod_ssl which is
older than 2.8.19. There is a format string condition in the log
functions of the remote module which may allow an attacker to execute
arbitrary code on the remote host.

*** Some vendors patched older versions of mod_ssl, so this
*** might be a false positive. Check with your vendor to determine
*** if you have a version of mod_ssl that is patched for this
*** vulnerability","Upgrade to mod_ssl version 2.8.19 or newer","http://marc.info/?l=apache-modssl&m=109001100906749&w=2
https://marc.info/?l=bugtraq&m=109005001205991&w=2","","","","5.5","","5.3","High","10736","","","2004/07/16","2020/12/22","","",""
"13651","CVE-2004-0700","7.5","High","192.168.0.105","tcp","443","Apache mod_ssl ssl_engine_log.c mod_proxy Hook Function Remote Format String","The remote web server is using a module that is affected by a remote
code execution vulnerability.","The remote host is using a version vulnerable of mod_ssl which is
older than 2.8.19. There is a format string condition in the log
functions of the remote module which may allow an attacker to execute
arbitrary code on the remote host.

*** Some vendors patched older versions of mod_ssl, so this
*** might be a false positive. Check with your vendor to determine
*** if you have a version of mod_ssl that is patched for this
*** vulnerability","Upgrade to mod_ssl version 2.8.19 or newer","http://marc.info/?l=apache-modssl&m=109001100906749&w=2
https://marc.info/?l=bugtraq&m=109005001205991&w=2","","","","5.5","","5.3","High","10736","","","2004/07/16","2020/12/22","","",""
"15901","","5.0","Medium","192.168.0.105","tcp","443","SSL Certificate Expiry","The remote server's SSL certificate has already expired.","This plugin checks expiry dates of certificates associated with SSL-
enabled services on the target and reports whether any have already
expired.","Purchase or generate a new SSL certificate to replace the existing
one.","","
The SSL certificate has already expired :

  Subject          : C=--, ST=SomeState, L=SomeCity, O=SomeOrganization, OU=SomeOrganizationalUnit, CN=localhost.localdomain, emailAddress=root@localhost.localdomain
  Issuer           : C=--, ST=SomeState, L=SomeCity, O=SomeOrganization, OU=SomeOrganizationalUnit, CN=localhost.localdomain, emailAddress=root@localhost.localdomain
  Not valid before : Sep 26 09:32:06 2009 GMT
  Not valid after  : Sep 26 09:32:06 2010 GMT
","","5.3","","","","Medium","","","","2004/12/03","2021/02/03","","",""
"17696","CVE-2008-2168","4.3","Medium","192.168.0.105","tcp","80","Apache HTTP Server 403 Error Page UTF-7 Encoded XSS","The web server running on the remote host has a cross-site scripting
vulnerability.","According to its banner, the version of Apache HTTP Server running on
the remote host can be used in cross-site scripting (XSS) attacks. 
Making a specially crafted request can inject UTF-7 encoded script
code into a 403 response page, resulting in XSS attacks. 

This is actually a web browser vulnerability that occurs due to
non-compliance with RFC 2616 (refer to BID 29112).  Apache HTTP Server
is not vulnerable, but its default configuration can trigger the
non-compliant, exploitable behavior in vulnerable browsers.","Upgrade to Apache HTTP Server 2.2.8 / 2.0.63 / 1.3.41 or later. 
These versions use a default configuration setting that prevents
exploitation in vulnerable web browsers.","https://seclists.org/bugtraq/2008/May/109
https://seclists.org/bugtraq/2008/May/166","
  Version source    : Server: Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Installed version : 1.3.20
  Fixed version     : 1.3.41
","","6.5","3.4","5.9","3.3","Medium","29112","CWE:79","","2011/11/18","2018/11/15","","",""
"17696","CVE-2008-2168","4.3","Medium","192.168.0.105","tcp","443","Apache HTTP Server 403 Error Page UTF-7 Encoded XSS","The web server running on the remote host has a cross-site scripting
vulnerability.","According to its banner, the version of Apache HTTP Server running on
the remote host can be used in cross-site scripting (XSS) attacks. 
Making a specially crafted request can inject UTF-7 encoded script
code into a 403 response page, resulting in XSS attacks. 

This is actually a web browser vulnerability that occurs due to
non-compliance with RFC 2616 (refer to BID 29112).  Apache HTTP Server
is not vulnerable, but its default configuration can trigger the
non-compliant, exploitable behavior in vulnerable browsers.","Upgrade to Apache HTTP Server 2.2.8 / 2.0.63 / 1.3.41 or later. 
These versions use a default configuration setting that prevents
exploitation in vulnerable web browsers.","https://seclists.org/bugtraq/2008/May/109
https://seclists.org/bugtraq/2008/May/166","
  Version source    : Server: Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Installed version : 1.3.20
  Fixed version     : 1.3.41
","","6.5","3.4","5.9","3.3","Medium","29112","CWE:79","","2011/11/18","2018/11/15","","",""
"17702","CVE-2002-0746","7.2","High","192.168.0.105","tcp","22","OpenSSH < 3.6.1p2 Multiple Vulnerabilities","The SSH server running on the remote host is affected by multiple
vulnerabilities.","According to its banner, the version of OpenSSH running on the remote
host is ealier than 3.6.1p2.  When compiled for the AIX operating
system with a compiler other than that of the native AIX compiler, an
error exists that can allow dynamic libraries in the current directory
to be loaded before dynamic libraries in the system paths.  This
behavior can allow local users to escalate privileges by creating,
loading and executing their own malicious replacement libraries.","Upgrade to OpenSSH 3.6.1p2 or later.","https://www.openssh.com/txt/release-3.6.1p2
https://www.securityfocus.com/archive/1/320038/2003-04-25/2003-05-01/0","
  Version source    : SSH-1.99-OpenSSH_2.9p2
  Installed version : 2.9p2
  Fixed version     : 3.6.1p2
","","","","","5.9","High","","","","2011/11/18","2018/11/15","","",""
"17746","CVE-2002-0655","7.5","High","192.168.0.105","tcp","80","OpenSSL < 0.9.6e Multiple Vulnerabilities","The remote server is affected by multiple SSL-related
vulnerabilities.","According to its banner, the remote server is running a version of
OpenSSL that is earlier than 0.9.6e.  Such versions have the following
vulnerabilities :

  - On 64 bit architectures, these versions are vulnerable 
    to a buffer overflow that leads to a denial of service. 
    (CVE-2002-0655)

  - Buffer overflows allow a remote attacker to execute 
    arbitrary code. (CVE-2002-0656)

  - A remote attacker can trigger a denial of service by 
    sending invalid ASN.1 data. (CVE-2002-0659)","Upgrade to OpenSSL 0.9.6e or later.","","
  Banner           : Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Reported version : 0.9.6b
  Fixed version    : 0.9.6e
","","","6.2","","7.0","High","5362;5363;5364;5366","CERT-CC:CA-2002-23;CERT:102795;CERT:308891","","2012/01/04","2018/07/16","","true","true"
"17746","CVE-2002-0656","7.5","High","192.168.0.105","tcp","80","OpenSSL < 0.9.6e Multiple Vulnerabilities","The remote server is affected by multiple SSL-related
vulnerabilities.","According to its banner, the remote server is running a version of
OpenSSL that is earlier than 0.9.6e.  Such versions have the following
vulnerabilities :

  - On 64 bit architectures, these versions are vulnerable 
    to a buffer overflow that leads to a denial of service. 
    (CVE-2002-0655)

  - Buffer overflows allow a remote attacker to execute 
    arbitrary code. (CVE-2002-0656)

  - A remote attacker can trigger a denial of service by 
    sending invalid ASN.1 data. (CVE-2002-0659)","Upgrade to OpenSSL 0.9.6e or later.","","
  Banner           : Apache/1.3.20 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.4 OpenSSL/0.9.6b
  Reported version : 0.9.6b
  Fixed version    : 0.9.6e
","","","6.2","","7.0","High","5362;5363;5364;5366","CERT-CC:CA-2002-23;CERT:102795;CERT:308891","","2012/01/04","2018/07/16","","true","true"
